id,name,host_id,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,availability_365,number_of_reviews_ltm,license
16809676,Ha'penny Bridge Temple Bar City Apartment,103567560,Dublin City,Entire home,Ä124,2,429,20/07/2024,4.47,243,13,
16939447,Complete 3 bed/ house  close to  City /Howth/Sea,107238035,Dublin City,Entire home,Ä150,3,46,22/09/2019,0.49,237,0,
16944672,Lovely City Centre Apartment,103586345,Dublin City,Entire home,Ä124,2,376,24/11/2024,3.96,92,44,
16971923,Bright Comfortable King,26721551,Dublin City,Private room,Ä90,1,108,03/09/2024,1.15,342,10,
17050779,Apt #3 - Unbeatable City Centre location!,85268177,Dublin City,Entire home,Ä124,3,562,20/11/2024,5.92,201,68,
17101503,Modern house in vibrant coastal Glasthule.,114787173,Dn Laoghaire-Rathdown,Entire home,Ä190,3,35,29/09/2024,0.38,6,4,
17155240,City Central Apartment,22417412,Dublin City,Entire home,Ä195,2,92,16/06/2024,0.98,65,3,
17163361,Cosy Townhouse with a Patio in the Heart of Dublin,2501158,Dublin City,Entire home,Ä181,15,191,05/11/2023,2.03,52,0,
17175658,Stonebridge House,35098622,Fingal,Private room,Ä65,1,89,16/08/2024,0.96,164,2,
17182361,Penthouse in Grand Canal Dock,47113295,Dublin City,Entire home,"Ä2,500",2,29,04/10/2019,0.31,268,0,
17215828,"Bright, modern apartment in Grand Canal Dock",5282144,Dublin City,Entire home,Ä205,4,32,13/10/2024,0.34,6,2,
17220159,Studio,55289166,Dublin City,Entire home,Ä170,3,48,04/09/2023,0.52,25,0,
17223836,1 Bed Bedroom Direct bus Smurfit Sandyford,81541473,Dn Laoghaire-Rathdown,Private room,Ä70,15,11,01/04/2024,0.39,74,3,
17229815,LONGTERM SUPERBLY LOCATED CITY CORPORATE TOWNHOUSE,76330188,Dublin City,Entire home,Ä185,22,177,15/08/2024,1.88,230,2,
17308553,"Charming, bright space in Dalkey",34963336,Dn Laoghaire-Rathdown,Entire home,Ä119,2,27,09/12/2024,1.53,15,18,
17327215,"Double Bedroom, quiet estate, Watson, Killiney",91329156,Dn Laoghaire-Rathdown,Private room,Ä50,2,265,26/11/2024,2.8,329,53,
17340060,Leeson Street Luxury,112062166,Dublin City,Entire home,Ä124,14,132,23/10/2024,1.39,69,4,
17385090,Dublin city oasis,20124942,Dublin City,Entire home,Ä200,1,14,29/09/2024,1.56,10,14,
17397359,Santa Cruz B&B Dun Laoghaire Twin Room,115217591,Dn Laoghaire-Rathdown,Private room,Ä100,2,155,03/11/2024,1.72,327,20,
17397836,Santa Cruz B&B Dun Laoghaire Double Room,115217591,Dn Laoghaire-Rathdown,Private room,Ä100,1,174,30/11/2024,1.85,305,32,
17418540,The Temple Bar Penthouse,51564581,Dublin City,Entire home,Ä311,14,242,27/07/2024,2.56,157,2,
17430482,‚ú®Stunning apartment in church roof‚ú®,24976639,Dublin City,Entire home,Ä106,2,254,16/11/2024,2.69,204,34,
17458792,Central with a fantastic view of Henrietta St.,23330252,Dublin City,Entire home,Ä272,3,141,24/11/2024,1.52,158,32,
17472575,"Light filled, quiet home away from home",1663570,Dublin City,Entire home,Ä106,90,20,09/09/2017,0.21,354,0,
17497180,"2 Single beds, quiet estate, Watson, Killiney",91329156,Dn Laoghaire-Rathdown,Private room,Ä50,2,138,15/11/2024,1.46,336,44,
17552858,Artisan house in the heart of old viking Dublin.,119112620,Dublin City,Entire home,Ä135,5,53,03/12/2024,2.88,152,31,
17555207,Modern Family House - Irishtown D4,6184554,Dublin City,Entire home,Ä450,2,16,25/08/2024,0.18,4,1,
17574284,"Real City Center,New Renovation,Spire View,Amazing",59920509,Dublin City,Entire home,Ä120,14,173,14/11/2024,1.83,307,11,
17583550,double bed in cosy house near city center,7792172,Dublin City,Private room,Ä120,15,0,,,89,0,
17594822,Modern comfort,67143283,Dn Laoghaire-Rathdown,Private room,Ä200,1,0,,,269,0,
17605506,Comfortable in Crumlin,119515716,Dublin City,Private room,Ä53,1,590,30/11/2024,6.25,273,116,
17613499,Cozy room ideal for couples in the heart of Dublin,119737369,Dublin City,Private room,Ä250,3,0,,,87,0,
17613918,Beautiful home beside the sea,22813959,Fingal,Entire home,Ä800,2,8,06/06/2022,0.09,363,0,
17648114,Modern house in Dublin's city centre,45578537,Dublin City,Entire home,Ä100,2,231,31/08/2024,2.46,46,23,
17649031,Triple room located between city center & airport,35616896,Dublin City,Private room,Ä120,3,295,07/10/2024,3.13,5,23,
17688731,Carlton Cabin - 7mins to Airport and Ryanair HQ,120494240,Fingal,Entire home,Ä100,1,819,10/12/2024,9.22,249,205,
17690036,Quiet retreat - Rathfarnham Dublin D14,120504157,South Dublin,Private room,Ä60,2,155,26/08/2024,1.65,40,5,
17742527,Apt #5 - Unbeatable City Centre location!,85268177,Dublin City,Entire home,Ä124,3,664,28/11/2024,7.07,187,81,
17818039,Brookman Town Homes - 3 bedroom house Donnybrook,54082092,Dublin City,Entire home,Ä250,7,54,02/11/2024,0.58,67,12,
17835292,Brookman Town Homes - 2 bedrooms in Donnybrook,54082092,Dublin City,Entire home,Ä252,7,62,31/10/2024,0.66,75,8,
17837320,Central Dublin Bijou Cottage,122001501,Dublin City,Entire home,Ä176,3,215,30/10/2024,2.33,101,27,
17901826,Iconic Temple Bar Penthouse,47473394,Dublin City,Entire home,Ä200,14,190,02/10/2024,2.05,349,2,
18012707,A Perfect Pad for your Dublin Experience!,123840392,Dublin City,Private room,Ä100,1,49,01/07/2024,0.53,83,4,
18014305,Quiet room beside the Aviva!,97283478,Dublin City,Private room,Ä135,1,13,27/10/2024,1.48,148,13,
18021228,"Super Traditional Irish pub,  amazing sea veiws",123922975,Dn Laoghaire-Rathdown,Entire home,Ä186,2,355,02/12/2024,3.84,333,30,
18023670,City Centre Rustic Apartment Sleeps 4,114727469,Dublin City,Entire home,Ä155,15,237,31/05/2024,2.54,99,16,
18077294,2 bed bright home on doorstep of Phoenix Park,66174497,Dublin City,Entire home,Ä206,2,8,16/06/2023,0.25,38,0,
18085458,Brookman - 3 bedroom house in beautiful Donnybrook,54082092,Dublin City,Entire home,Ä265,7,67,01/09/2024,0.76,65,6,
18135755,Stunning City Duplex Penthouse Loft with Terrace,21951300,Dublin City,Entire home,Ä600,10,7,26/08/2024,0.25,358,1,
18150382,Talbot Coach House,125150723,Dublin City,Entire home,Ä970,2,138,26/10/2024,1.49,232,23,
18179375,Amazing Triple Room with en suite and mini kitchen,85689034,Dublin City,Private room,Ä116,3,206,03/11/2024,2.21,69,23,
18219826,Luxurious Twin Room to Rent,125810485,Dublin City,Private room,Ä300,1,11,19/08/2017,0.12,364,0,
18220661,House,44165424,Dn Laoghaire-Rathdown,Private room,Ä44,3,78,02/12/2024,0.84,292,26,
18247349,3 bed semi detached available (whole house),126087663,South Dublin,Private room,Ä159,1,0,,,269,0,
18302582,Brookman Town Homes - 2 bedroom house Dublin 4,54082092,Dublin City,Entire home,Ä252,5,66,17/09/2024,0.73,57,6,
18320924,Rare Opportunity to stay on  Unique Private Estate,126495480,Fingal,Entire home,Ä297,4,86,25/08/2024,0.93,357,15,
18381404,Private Cosy room,81522507,Fingal,Private room,Ä51,1,382,10/12/2024,4.6,0,81,
18383605,Lovely room for one person,25963264,Dublin City,Private room,Ä70,60,13,03/11/2024,0.14,234,5,
18419976,Single bedroom with own bathroom,127647284,Dublin City,Private room,Ä65,1,35,30/08/2023,0.38,2,0,
18475022,"1 bed, shared room i -  (only boys)",127935371,Dublin City,Shared room,Ä25,6,39,01/05/2024,0.42,68,2,
18475161,1 Bed for Girls only | shared with 3 Girls (D),127935371,Dublin City,Shared room,Ä26,6,54,04/11/2024,0.59,40,12,
18505238,Cosy Drumcondra Family Home,95510877,Dublin City,Entire home,Ä200,5,1,05/06/2017,0.01,45,0,
18514743,Amazing studio apartment,46267039,Dublin City,Entire home,Ä86,2,546,29/11/2024,6.02,343,61,
18540909,Double room ensuite bathroom with breakfast,17551909,Fingal,Private room,Ä100,1,337,08/12/2024,3.66,235,48,
18561575,"Trendy, Bright Apt - Close To Temple Bar -Sleeps 3",128852368,Dublin City,Entire home,Ä129,15,137,31/10/2024,1.49,170,3,
18564627,Large double room at seafront only 3km city centre,128882640,Dublin City,Private room,Ä95,2,109,27/09/2024,1.18,197,25,
18591643,A Little Peace of Heaven by the Sea,129099396,Fingal,Entire home,Ä150,4,124,09/12/2024,1.41,149,18,
18645908,City Centre Leeson St 2 bed,557015580,Dublin City,Entire home,Ä194,14,50,29/11/2024,0.62,28,9,
18678766,"Dalkey Hill apartment, with stunning bay view.",5027653,Dn Laoghaire-Rathdown,Entire home,Ä150,3,188,16/11/2024,2.4,79,20,
18684114,1 bedroom Docklands apartment,3846772,Dublin City,Entire home,Ä109,7,5,23/10/2024,0.06,20,4,
18730335,Ranelagh Beechwood double,2185143,Dublin City,Private room,Ä80,2,0,,,89,0,
18768767,Single  room in family home with own entrance,38555551,South Dublin,Entire home,Ä60,4,133,05/12/2024,1.44,47,9,
18781803,"Stylish, Cosy Room, in Trendy City Apartment",9210909,Dublin City,Private room,Ä73,1,67,24/11/2024,0.74,64,20,
18848268,Quiet cozy home close to the airport.,15189624,Fingal,Private room,Ä80,1,312,27/10/2024,3.43,80,52,
18853837,Modern City Centre Apartment,108827100,Dublin City,Entire home,Ä141,2,435,08/12/2024,4.73,81,61,
18869426,Best Location Luxury Penthouse style Apt.,126495480,Dublin City,Entire home,Ä170,14,138,01/12/2024,1.5,351,10,
18904305,Luxury Suite (4) Next To Johnnie Fox's Pub.,131742647,Dn Laoghaire-Rathdown,Entire home,Ä72,2,497,28/11/2024,6.05,240,73,
18951376,"Dublin City, Camden Top Floor Suite Self Check in.",65693836,Dublin City,Entire home,Ä98,2,262,08/12/2024,2.88,109,52,
19054346,"Friendly host, lovely room in Dublin",133006785,Dublin City,Private room,Ä59,2,31,09/12/2024,0.34,130,9,
19091994,"A Single Room
EnSuite 
Convenient to City/Airport",133347727,Dublin City,Private room,Ä82,2,86,28/10/2024,0.97,50,6,
19126643,Luxury Suite (3) Next To Johnnie Fox's Pub.,131742647,Dn Laoghaire-Rathdown,Entire home,Ä67,2,348,28/11/2024,4.23,246,65,
19170335,"Architect‚Äôs quiet City haven , historic  village .",33267678,Dublin City,Entire home,Ä893,3,58,26/08/2024,0.64,303,6,
19186464,Luxury Suite (1) Next To Johnnie Fox's Pub.,131742647,Dn Laoghaire-Rathdown,Entire home,Ä65,2,401,08/12/2024,4.88,249,60,
19189084,Luxury Suite (2) Next To Johnnie Fox's Pub.,131742647,Dn Laoghaire-Rathdown,Entire home,Ä67,2,445,04/12/2024,5.42,236,69,
19202885,Dublin City on your doorstep,22190367,Dublin City,Private room,Ä107,2,207,04/10/2024,2.28,293,14,
19244052,"Bright 2 bed house 3mins from Aviva, in Dublin 4",16537106,Dublin City,Entire home,Ä425,2,21,12/10/2024,0.24,170,3,
19292380,Studio Apartment 1 double bed 1 pull out sofabed.,49269911,Fingal,Entire home,Ä157,2,382,24/11/2024,4.23,322,60,
19293039,Milltown luxury - concierge,93666508,Dublin City,Entire home,Ä250,2,6,14/10/2024,1.08,258,6,
19314495,Charming Riverside Apartment - Minutes from City,134335206,Dublin City,Entire home,Ä92,14,125,06/10/2024,1.38,315,9,
19324577,Relaxing Fresh Huff-style House,768463,Dn Laoghaire-Rathdown,Private room,Ä120,1,0,,,269,0,
19337728,Double room with  its own small private bathroom,81522507,Fingal,Private room,Ä68,1,192,01/12/2024,2.18,69,37,
19358994,CityArk ApartHotel at The CityWest Hotel,66720750,South Dublin,Entire home,Ä250,1,0,,,363,0,
19395163,"Modern cozy apt by Christchurch, near Temple Bar",98806932,Dublin City,Entire home,Ä150,15,162,12/09/2024,1.79,182,7,
19422750,Private double room in Victorian House,131729942,Dublin City,Private room,Ä60,3,29,07/06/2018,0.32,0,0,
19464692,Double in lovely house,25963264,Dublin City,Private room,Ä75,300,7,04/01/2022,0.08,364,0,
19465304,Beautiful designer Cottage in the heart of Dublin!,70143158,Dublin City,Entire home,Ä289,1,72,24/11/2024,0.8,340,28,
19488449,Luxury Apartment with Stunning Views,75613695,Dn Laoghaire-Rathdown,Entire home,Ä140,9,3,11/11/2018,0.03,87,0,
19503088,Private single room in Victorian House,131729942,Dublin City,Private room,Ä45,3,24,26/06/2018,0.27,33,0,
19530387,Sojourn for the solo traveller,880723,Dublin City,Private room,Ä55,4,73,14/11/2024,0.81,166,19,
19530664,Stunning 5 Bed Killiney Home,36918498,Dn Laoghaire-Rathdown,Entire home,Ä550,4,41,06/07/2023,0.46,297,0,
19546574,Double room near Dublin Airport Santry M50 EnSuite,137298275,Dublin City,Private room,Ä65,1,755,02/12/2024,8.32,65,104,
19602370,"Fab Dublin City Apt near Dublin Castle,Guinness SH",129871084,Dublin City,Entire home,Ä303,3,425,01/12/2024,4.7,128,81,
19616936,GrPk1: Large 2 Roomed Ground Floor Flat,15097372,Dublin City,Entire home,Ä91,2,148,22/09/2024,1.64,9,15,
19625254,Dublin Private Chalet 1DB 10 min To Dub City Ctr,34220058,Dublin City,Entire home,Ä120,2,130,15/11/2024,1.55,88,36,
19639669,Top Floor with Private Bathroom sofa + mini fridge,75080927,Dn Laoghaire-Rathdown,Private room,Ä80,7,36,01/09/2024,0.4,356,2,
19680463,Dublin 6 Rathgar(3Kms to downtown) 2 Bedrooms,22806633,Dublin City,Entire home,Ä200,2,242,08/12/2024,2.68,275,30,
19703572,"Safe, spacious 2 bedroom house near UCD",4584609,Dn Laoghaire-Rathdown,Entire home,Ä129,7,33,24/08/2024,0.37,79,10,
19783411,Beautiful House in Blackrock,64317688,Dn Laoghaire-Rathdown,Entire home,Ä313,2,20,17/11/2024,0.23,99,19,
19799451,135 Adelaide Square,24141249,Dublin City,Entire home,Ä182,14,290,17/10/2024,3.24,302,7,
19799469,Malahide - Your private oasis 10 min from Airport.,139836507,Fingal,Entire home,Ä171,1,203,01/11/2024,2.25,3,35,
19823637,Great Double Room in Dublin City,49863918,Dublin City,Private room,Ä80,2,46,07/10/2024,0.51,33,17,
19828992,2Bed/2 B City Centre Sleeps 6,44471479,Dublin City,Entire home,Ä211,6,113,19/08/2024,1.26,35,9,
19859902,Great room in temple bar.,134522835,Dublin City,Private room,Ä73,2,160,31/08/2024,1.8,39,20,
19878162,SUPER LOCATION CITY/AIRPORT CLONTARF,8760476,Dublin City,Entire home,Ä540,1,112,01/12/2024,1.29,304,17,
19921198,The Gables,141116155,Dn Laoghaire-Rathdown,Entire home,Ä475,14,4,30/10/2018,0.04,101,0,
19925329,Boutique Townhouse in the Heart of Dublin,125150723,Dublin City,Entire home,"Ä1,029",2,199,25/11/2024,2.3,224,42,
19926988,Stunning Luxury Apartment in the Docklands,75897053,Dublin City,Entire home,Ä303,2,63,10/11/2024,0.88,115,12,
19976682,"Private: bed, bath & kitchenette",19982489,Dublin City,Private room,Ä76,21,131,31/03/2024,1.46,263,1,
19983339,Spacious Family Home Close to City Centre,9871514,Dublin City,Entire home,Ä450,4,7,04/08/2024,0.11,134,2,
19997703,Spacious Modern Family Home close to Luas train,141895720,Dn Laoghaire-Rathdown,Entire home,Ä250,7,4,15/07/2023,0.04,133,0,
20012343,Modern suburban 5 bed d13,142066928,Dublin City,Entire home,Ä350,2,22,15/08/2024,0.25,23,6,
20012726,Stylish Loft Apt steps from Dublin‚Äôs Landmarks,13058749,Dublin City,Entire home,Ä117,10,14,10/04/2024,0.16,175,2,
20015922,Private Double Room in Dublin,36767268,Dublin City,Private room,Ä200,2,21,10/10/2024,1.02,231,6,
20032570,"Luxurious master bedroom & ensuite, Castleknock",43924896,Fingal,Private room,Ä95,2,69,07/12/2024,0.78,54,15,
20041565,"Beautiful, Quiet City Apartment, top location",15604307,Dublin City,Entire home,Ä137,2,415,15/11/2024,4.62,131,64,
20066712,Georgian Townhouse Loft Apartment,125150723,Dublin City,Entire home,"Ä1,027",2,101,21/10/2024,1.26,244,22,
20068563,Georgian Townhouse Grand Apartment,125150723,Dublin City,Entire home,Ä583,2,154,26/11/2024,1.76,245,26,
20097076,Malahide Retreat Peaceful Double bedroom for One,3254031,Fingal,Private room,Ä75,2,20,12/11/2024,0.33,286,17,
20162292,Bright Airy City Centre Apt in Antiques Quarter,14308705,Dublin City,Entire home,Ä200,3,152,01/09/2024,1.79,41,5,
20163293,Trinity Guesthouse,125150723,Dublin City,Entire home,Ä555,2,274,10/11/2024,3.17,213,56,
20181228,Gorgeous Georgian flat with High ceilings,112062166,Dublin City,Entire home,Ä100,15,113,11/09/2024,1.27,59,7,
20186458,"cosy garden space, own entrance, Dublin 5",79644884,Dublin City,Entire home,Ä76,2,192,07/11/2024,2.17,313,37,
20260101,Double Room in Shankill Village South Dublin,23074368,Dn Laoghaire-Rathdown,Private room,Ä80,1,48,04/08/2024,0.56,11,3,
20267106,Luxury Studio with roof top (city centre)+,27472241,Dublin City,Private room,Ä127,3,158,28/09/2024,1.77,265,16,
20268160,Luxury George's Street apartment (city centre),27472241,Dublin City,Private room,Ä102,3,192,09/12/2024,2.16,265,12,
20306928,The Heart of Skerries,94711254,Fingal,Entire home,Ä289,2,86,27/09/2024,1.05,345,15,
20328174,Spacious city centre apartment near Trinity. (G),52644078,Dublin City,Entire home,Ä189,14,238,09/12/2024,2.69,222,21,
20349531,City Centre 2 bed Cottage - Free parking,2571262,Dublin City,Entire home,Ä263,2,314,18/11/2024,3.58,151,42,
20358722,"Bright, modern apartment beside Trinity College(B)",52644078,Dublin City,Entire home,Ä129,14,248,08/12/2024,2.79,158,30,
20384511,House Bright en-suite bedroom kitchen/dining rooms,880723,Dublin City,Entire home,Ä151,7,3,04/10/2024,0.03,106,1,
20419863,Unique beachfront seaview studio apart 3,15351872,Fingal,Entire home,Ä97,2,276,01/12/2024,3.1,249,30,
20454620,Modish condo overlooking River Liffey,141615121,Dublin City,Entire home,Ä400,2,198,09/12/2024,2.23,94,38,
20476881,"City Triple Bed Deluxe, Private En-suite",73348133,Dublin City,Private room,Ä106,3,473,03/12/2024,5.31,152,81,
20502087,Lovely Double Bedroom For 1 or 2 Guests,80964228,Fingal,Private room,Ä61,2,47,21/10/2024,0.53,93,4,
20533269,Bright & Spacious Double & Single Rooms in Artane,146609366,Dublin City,Private room,Ä101,1,42,11/12/2018,0.48,80,0,
20611633,Top Floor Apartment | Amazing Views | City Centre,147319469,Dublin City,Entire home,Ä350,2,204,17/11/2024,2.3,13,19,
20616377,Superb Christchurch Apartment,12036741,Dublin City,Entire home,Ä92,14,231,30/11/2024,2.62,142,7,
20693049,Single room with private bathroom in stylish apt,148091194,Dn Laoghaire-Rathdown,Private room,Ä70,10,66,27/09/2023,0.75,179,0,
20704646,Charming Cottage in Stoneybatter,39535440,Dublin City,Entire home,Ä264,3,57,08/09/2024,0.67,64,5,
20723606,Historical Dublin East Wall Terraced House,9352270,Dublin City,Entire home,Ä170,5,5,09/10/2022,0.08,130,0,
20777765,Individual Townhouse Dublin City Center,1655133,Dublin City,Entire home,Ä449,2,152,01/12/2024,1.74,163,36,
20779646,Central large light filled bedroom,6855063,Dublin City,Private room,Ä90,6,68,20/10/2024,0.78,179,8,
20781213,Light filled bedroom,6855063,Dublin City,Private room,Ä100,6,82,13/09/2024,0.93,179,9,
20816610,"Phoenix Park , wonderful home away from home!",13430588,Dublin City,Entire home,Ä306,14,148,28/05/2024,1.84,354,8,
20826323,"Seafront View Apartment with patio, close to City!",149376163,Dublin City,Entire home,Ä130,2,103,08/12/2024,1.18,128,22,
20831067,Apartment near Dublin Airport,27277595,Fingal,Private room,Ä125,1,5,26/08/2024,0.35,89,4,
20831800,Newly Refurbished Traditional Cottage Blackrock,89643522,Dn Laoghaire-Rathdown,Entire home,Ä259,2,102,24/11/2024,1.16,230,17,
20832705,Bright 1 bedroom apartment near Trinity College(R),52644078,Dublin City,Entire home,Ä116,15,114,09/12/2024,1.43,159,30,
20832716,Spacious 2 bedroom apt near Trinity College (Y),52644078,Dublin City,Entire home,Ä154,14,219,08/12/2024,2.59,255,26,
20846334,At Dublin.  Quiet house on Northside near Airport.,149520880,Dublin City,Private room,Ä100,2,101,10/11/2024,1.16,324,15,
20884439,Very large bright bedroom -direct bus from airport,6855063,Dublin City,Private room,Ä110,6,74,14/09/2024,0.84,168,9,
20922097,City Centre 7~Bedroom Georgian House~Portobello,148490210,Dublin City,Entire home,"Ä1,400",3,154,08/12/2024,1.85,228,21,
20937577,"The Stable, Malahide",150533820,Fingal,Entire home,Ä200,2,18,28/10/2024,0.21,170,3,
20973513,In heart of Fairview,150908505,Dublin City,Private room,Ä36,3,1,26/12/2017,0.01,72,0,
20987387,"Killiney/Dalkey area, south County Dublin",151059856,Dn Laoghaire-Rathdown,Private room,Ä50,3,98,08/11/2024,1.16,239,11,
20994639,M Luxurious Quiet New Refurbished IFSC 2 Bed Apt.M,151128160,Dublin City,Entire home,Ä150,14,85,18/11/2024,0.98,171,9,
21002648,"Spacious, 5-bed victorian house in Drumcondra",66503389,Dublin City,Entire home,Ä221,15,102,22/11/2024,1.18,229,3,
21010475,Z Lux 4 bed House  (Sleeps 8) beside Train Station,151128160,Fingal,Entire home,Ä250,14,42,14/10/2024,0.48,159,2,
21010516,B Luxurious Quiet Third Floor IFSC 2 Bed Apt.,151128160,Dublin City,Entire home,Ä150,14,72,15/09/2024,0.82,176,3,
21017840,"Purty Flat -South Dublin flat, Close to transport.",147512073,Dn Laoghaire-Rathdown,Entire home,Ä120,2,113,02/12/2024,1.3,252,15,
21022543,"Tallaght, Dublin 24",7069462,South Dublin,Entire home,Ä209,2,43,14/10/2024,1.08,365,7,
21038069,Bright home close to Dublin city centre- sleeps 4!,150400814,Dublin City,Entire home,Ä200,7,163,24/11/2024,1.86,126,10,
21066196,Luxury apartment in Dublin City's Smithfield,30703628,Dublin City,Entire home,Ä300,4,22,22/09/2024,0.25,4,3,
21089678,Superbly located! Bright and Airy Mews.,126495480,Dublin City,Entire home,Ä159,14,154,01/12/2024,1.76,352,20,
21149954,One bedroom apartment - Central location,46647780,Dublin City,Entire home,Ä110,60,143,17/07/2024,1.64,155,6,
21154944,The Corner House Dublin,96090599,Dublin City,Entire home,Ä130,5,7,12/08/2024,0.43,10,5,
21238317,Ten min walk  to The Horse Show RDS/ 2 mins Aviva,153501165,Dublin City,Private room,Ä100,2,18,29/08/2023,0.22,81,0,
21253737,Rooms for 6 Dublin Free Private Parking!,153665453,South Dublin,Private room,Ä207,2,65,03/09/2024,0.76,335,13,
21277918,Large Double Room - En suite bathroom,23777197,South Dublin,Private room,Ä100,1,47,22/08/2024,0.57,365,5,
21287679,Cosy City Centre Cottage (Private bathroom),2571262,Dublin City,Private room,Ä360,1,6,27/11/2018,0.07,7,0,
21350202,Luxury George Street's apartment (City Centre)+.,27472241,Dublin City,Private room,Ä103,3,170,09/12/2024,1.96,258,13,
21355255,Single room in beautiful area.Private bathroom.,113983467,Dn Laoghaire-Rathdown,Private room,Ä46,2,197,10/12/2024,2.36,29,85,
21381718,"Friendly, cosy Cul de Sac",3090887,Fingal,Private room,Ä75,1,7,17/02/2019,0.08,363,0,
21390212,Temple Bar,69683252,Dublin City,Entire home,Ä186,4,212,17/11/2024,2.45,57,23,
21393370,"4 Star, Failte Ireland Approved",28452378,Fingal,Private room,Ä80,2,1,18/03/2024,0.11,267,1,
21433279,Modern apartment close to city,21204488,Dn Laoghaire-Rathdown,Entire home,Ä130,4,11,30/08/2024,0.13,6,4,
21435594,Cosy double near public transport,78473596,Dn Laoghaire-Rathdown,Private room,Ä85,2,222,01/09/2024,2.57,156,8,
21472785,Spacious home in Dalkey Village,155935648,Dn Laoghaire-Rathdown,Entire home,Ä400,10,0,,,242,0,
21547361,No3 friendly family home,6837751,South Dublin,Private room,Ä35,18,5,09/09/2022,0.07,197,0,
21549481,"Double bedroom, kitchenette and ensuite bathroom",74857990,Dn Laoghaire-Rathdown,Private room,Ä90,2,39,08/08/2023,0.45,69,0,
21576729,Single bedroom near public transport in dublin 16,78473596,Dn Laoghaire-Rathdown,Private room,Ä70,1,244,05/10/2024,2.83,165,26,
21580882,Availability Dublin! Room for 1/2,153665453,South Dublin,Private room,Ä74,2,61,16/09/2024,0.71,70,17,
21586580,One Double Bed Room - 10 min from Dublin Airport,48774342,Fingal,Private room,Ä66,1,644,28/10/2024,7.84,11,111,
21607937,Availability Dublin! Room for 4!,153665453,South Dublin,Private room,Ä136,2,138,30/09/2024,1.65,337,11,
21609274,"L New, Quiet, Great Location 2 Bed Apt IFSC",151128160,Dublin City,Entire home,Ä149,14,68,26/11/2024,0.82,48,4,
21619742,2 Bed Apt near UCD with easy access to city centre,71430687,Dublin City,Entire home,Ä119,15,20,21/08/2024,1.75,59,20,
21629108,"Stylish 2 bed by sea- large living rm, TV and wifi",48502139,Dublin City,Entire home,Ä300,3,115,07/10/2024,1.4,128,14,
21640440,"2 Bedroom Modern House, Central, Close to the Sea",7641799,Dublin City,Entire home,Ä400,14,4,01/06/2019,0.05,173,0,
21660316,Double bedroom in Dalkey,23071275,Dn Laoghaire-Rathdown,Private room,Ä115,2,61,23/10/2024,0.72,80,14,
21677338,"Stylish Apartment, 15 minutes Dublin City Centre.",44061639,Dublin City,Entire home,Ä176,4,62,09/10/2024,0.72,146,41,
21681061,Fantastic Location in Dublin 4,14170389,Dublin City,Entire home,Ä190,3,31,24/11/2024,0.41,175,18,
21708166,Hidden Gem Mini Period House Nr St. Stephens Green,8116979,Dublin City,Private room,Ä57,1,359,08/12/2024,4.23,60,58,
21791880,Cosy Bedroom in City Centre Townhouse,2495562,Dublin City,Private room,Ä87,3,63,10/12/2024,0.79,223,19,
21815847,Superb City Centre Apartment D2/WiFi/Breakfast/TV,88359530,Dublin City,Entire home,Ä187,1,219,24/11/2024,7.17,228,84,
21841880,Mounttown Villas two double bedroom apartment,19193428,Dn Laoghaire-Rathdown,Entire home,Ä70,3,42,05/08/2024,1.37,9,15,
21847205,Early Check In/Late Check Out Dublin 8,43072533,Dublin City,Entire home,Ä136,2,17,08/12/2024,0.2,87,1,
21863049,Great Apartment in Hip Smithfield,159476229,Dublin City,Entire home,Ä250,3,194,11/11/2024,2.31,267,48,
21879658,"Self contained, cosy 3 Bedroom Townhouse",1655133,Dublin City,Entire home,Ä449,2,85,08/12/2024,1,150,22,
21888797,"Luxury apartment, walking distance to city centre.",126495480,Dublin City,Entire home,Ä220,14,115,02/09/2024,1.34,332,13,
21921615,In heart of Dublin,69683252,Dublin City,Entire home,Ä139,4,80,25/02/2024,0.94,22,2,
21982827,AM house,110690860,Dublin City,Private room,Ä110,1,154,01/07/2024,1.95,157,2,
21988402,Modern Double bedroom with private bathroom,10017100,Dublin City,Private room,Ä45,359,17,14/07/2018,0.21,364,0,
22016848,Ifsc cosy space. Double bedroom at shared apt,32043571,Dublin City,Private room,Ä121,1,74,22/09/2024,0.89,351,4,
22040524,"Ballsbridge Apartment, Dublin 4",31747543,Dublin City,Entire home,Ä64,14,88,02/12/2024,1.05,306,10,
22077714,Lovely 1 bedroom apt in Rathmines-sleeps 3 guests,32081370,Dublin City,Entire home,Ä146,2,38,24/11/2024,2.31,64,30,
22190395,Admire Artwork in a Chic Gallery Style Townhouse,160690634,Dublin City,Entire home,Ä120,14,107,30/11/2024,1.27,44,11,
22198486,Beach Luxury in Dublin with stunning sea views.,162214025,Fingal,Entire home,Ä138,3,180,02/12/2024,2.12,130,26,
22225926,Rugby Lodge 3 Bedrooms Dublin,162402361,Dublin City,Entire home,Ä210,14,21,30/12/2023,0.26,127,1,
22226930,The Edges Sandyford Dublin,162402361,Dn Laoghaire-Rathdown,Entire home,Ä126,10,21,05/04/2024,0.26,354,2,
22226931,Grande Central Sandyford,162402361,Dn Laoghaire-Rathdown,Entire home,Ä161,8,17,07/08/2024,0.22,345,4,
